year	category	value	product	domestic_global	on_prem_cloud	biz_type	ww010	upload_year
2027	marketshare	vf219 / TAM	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	tam	2811.0000	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	ext_sam	1176.0000	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	rnd	9.2000	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	tam_grw	0.1601	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	sam_grw	0.1713	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2028	marketshare	vf219 / TAM	Nexprime HCM	Domestic	Cloud	SaaS	32000088 , 32000087	2025
2025	tam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	ext_sam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	rnd	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	tam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	sam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	tam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	ext_sam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	rnd	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	tam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	sam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2026	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	tam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	ext_sam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	rnd	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	tam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	sam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2027	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	tam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	ext_sam	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	rnd	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	tam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	sam_grw	0.0000	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2028	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	SI/SM	32000088 , 32000087	2025
2025	tam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	ext_sam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	rnd	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	tam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	sam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	tam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	ext_sam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	rnd	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	tam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	sam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2026	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	tam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	ext_sam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	rnd	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	tam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	sam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2027	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	tam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	ext_sam	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	rnd	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	tam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	sam_grw	0.0000	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2028	marketshare	vf219 / TAM	Nexprime HCM	Global	On-prem	Solution	32000088 , 32000087	2025
2025	tam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	ext_sam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	rnd	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	tam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	sam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	tam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	ext_sam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	rnd	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	tam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	sam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2026	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	tam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	ext_sam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	rnd	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	tam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	sam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2027	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	tam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	ext_sam	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	rnd	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	tam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	sam_grw	0.0000	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2028	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	MSP	32000088 , 32000087	2025
2025	tam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	ext_sam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	rnd	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	tam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	sam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	tam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	ext_sam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	rnd	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	tam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	sam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2026	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	tam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	ext_sam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	rnd	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	tam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	sam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2027	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	tam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	ext_sam	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	rnd	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	tam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	sam_grw	0.0000	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2028	marketshare	vf219 / TAM	Nexprime HCM	Global	Cloud	SaaS	32000088 , 32000087	2025
2025	tam	1615.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	tam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	marketshare	vf219 / TAM	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	tam	1590.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	tam_grw	-0.0155	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	sales_rto	vf599 / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	sales_marketing	l_sap.orderlist > vf599	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	rnd_rto	rnd / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	revenue	l_sap.orderlist > vf219	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2026	marketshare	vf219 / TAM	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	tam	1546.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	tam_grw	-0.0277	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	sales_rto	vf599 / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	sales_marketing	l_sap.orderlist > vf599	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	rnd_rto	rnd / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	revenue	l_sap.orderlist > vf219	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2027	marketshare	vf219 / TAM	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	tam	1495.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	tam_grw	-0.0330	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	sales_rto	vf599 / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	sales_marketing	l_sap.orderlist > vf599	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	rnd_rto	rnd / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	revenue	l_sap.orderlist > vf219	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2028	marketshare	vf219 / TAM	Nexprime SCM (All)	Domestic	On-prem	SI/SM	32000074 , 32000109 , 32000085	2025
2025	tam	406.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	tam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	sales_rto	vf599 / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	sales_marketing	l_sap.orderlist > vf599	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	rnd_rto	rnd / vf219 * 100	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	revenue_grw	(vf219_N - vf219_N-1) / vf219_N-1	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	revenue	l_sap.orderlist > vf219	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2025	marketshare	vf219 / TAM	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2026	tam	420.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2026	ext_sam	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2026	rnd	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2026	tam_grw	0.0345	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
2026	sam_grw	0.0000	Nexprime SCM (All)	Domestic	On-prem	Solution	32000074 , 32000109 , 32000085	2025
